number,value,datetime_start,datetime_complete,duration,params_batch_size,params_hidden_dim,params_num_epochs,params_num_layers,state
0,0.00317874133761681,2026-09-11 15:12:56.827053,2026-09-11 15:19:48.285266,0 days 00:06:51.458213,128,256,5,4,COMPLETE
